Unnamed: 0,League,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,League_new,gameid
67,MSI 2023,Play-In Day 3,Bilibili Gaming,Golden Guardians,1 - 0,1,13.8,Poppy,Kennen,Rumble,Annie,Viego,Lucian,Vi,Jinx,Kindred,Ahri,Aphelios,Lissandra,Blitzcrank,Olaf,Nautilus,Thresh,Renata Glasc,Rakan,Gnar,Malphite,Jungle,Mid,Bot,Support,Top,Bot,Jungle,Mid,Support,Top,MSI,ESPORTSTMNT04_2673551
68,MSI 2023,Play-In Day 2,GAM Esports,Golden Guardians,0 - 2,2,13.8,Annie,Rakan,Lucian,Kennen,Vi,Jinx,Zeri,Tristana,Viego,Wukong,Orianna,LeBlanc,Lulu,Rell,Jax,Poppy,Amumu,Braum,Fiora,Renekton,Bot,Jungle,Mid,Support,Top,Bot,Jungle,Mid,Support,Top,MSI,ESPORTSTMNT04_2674502
69,MSI 2023,Play-In Day 2,Golden Guardians,GAM Esports,1 - 0,1,13.8,Rakan,Annie,Kennen,Lucian,Jinx,Vi,Zeri,Nautilus,Tristana,Viego,Ahri,Gragas,Lulu,Fiora,Alistar,Gnar,Xayah,Poppy,Sett,Gwen,Bot,Jungle,Mid,Top,Support,Support,Mid,Jungle,Bot,Top,MSI,ESPORTSTMNT04_2673497
70,MSI 2023,Play-In Day 2,Bilibili Gaming,Movistar R7,2 - 0,1,13.8,Draven,Nautilus,Xayah,Annie,Vi,Lucian,Nidalee,Rakan,Elise,Renekton,Jinx,K'Sante,Thresh,Zeri,Tahm Kench,Varus,Aphelios,Lulu,Jayce,Aurelion Sol,Jungle,Top,Bot,Support,Mid,Support,Jungle,Top,Bot,Mid,MSI,ESPORTSTMNT04_2675493
71,MSI 2023,Play-In Day 2,Bilibili Gaming,Movistar R7,1 - 0,1,13.8,Draven,Kennen,Sylas,Annie,Vi,Kindred,Nautilus,Xayah,Rakan,Lucian,Nami,Wukong,Nidalee,Syndra,Taliyah,Lissandra,Gragas,Lee Sin,K'Sante,Olaf,Mid,Bot,Support,Jungle,Top,Bot,Support,Jungle,Mid,Top,MSI,ESPORTSTMNT04_2675477
74,MSI 2023,Play-In Day 1,DetonatioN FocusMe,PSG Talon,0 - 2,2,13.8,Lucian,Varus,Kennen,Rakan,Syndra,Vi,Ahri,Aphelios,Viego,Zeri,Wukong,Lissandra,Lulu,Thresh,Gwen,Gnar,Gragas,K'Sante,Renata Glasc,Blitzcrank,Mid,Bot,Jungle,Top,Support,Bot,Jungle,Mid,Top,Support,MSI,ESPORTSTMNT04_2674421
75,MSI 2023,Play-In Day 1,PSG Talon,DetonatioN FocusMe,1 - 0,1,13.8,Varus,Lucian,LeBlanc,Kennen,Rakan,Syndra,Vi,Annie,Jinx,Aphelios,Ahri,Thresh,Gwen,Viego,Blitzcrank,Xin Zhao,Wukong,Nautilus,K'Sante,Malphite,Jungle,Bot,Mid,Support,Top,Mid,Bot,Support,Jungle,Top,MSI,ESPORTSTMNT04_2674408
76,Worlds 2023 Play-In,Qualifiers,PSG Talon,Team BDS,2 - 3,2,13.19,Orianna,Rumble,Xayah,Kennen,Kalista,Kai'Sa,Rell,Maokai,Alistar,Aphelios,Gnar,Zeri,Neeko,Azir,LeBlanc,Cassiopeia,Darius,Jarvan IV,Taliyah,Tristana,Support,Bot,Top,Jungle,Mid,Jungle,Support,Bot,Top,Mid,WLDs,ESPORTSTMNT06_2830000
77,Worlds 2023 Play-In,Qualifiers,PSG Talon,Team BDS,2 - 2,2,13.19,Orianna,Rumble,Xayah,Kennen,Kalista,Neeko,Maokai,Kai'Sa,Ivern,Jayce,Aphelios,Nautilus,Braum,Olaf,Gnar,Azir,Cassiopeia,Jax,Alistar,Garen,Jungle,Mid,Bot,Top,Support,Bot,Jungle,Support,Mid,Top,WLDs,ESPORTSTMNT06_2830032
78,Worlds 2023 Play-In,Qualifiers,Team BDS,PSG Talon,1 - 2,1,13.19,Rumble,Orianna,Kennen,Xayah,Neeko,Kalista,Maokai,Jarvan IV,Rell,Kai'Sa,Alistar,Caitlyn,Cassiopeia,Jax,Jayce,LeBlanc,Sylas,Olaf,Azir,Gnar,Jungle,Bot,Support,Top,Mid,Jungle,Support,Bot,Mid,Top,WLDs,ESPORTSTMNT06_2831008
79,Worlds 2023 Play-In,Qualifiers,Team BDS,PSG Talon,0 - 2,2,13.19,Rumble,Orianna,Neeko,Xayah,Kennen,Maokai,Renekton,Rell,Kai'Sa,Kalista,Nautilus,Poppy,Sejuani,K'Sante,Ivern,LeBlanc,Jax,Taliyah,Syndra,Akali,Top,Bot,Support,Jungle,Mid,Support,Bot,Jungle,Top,Mid,WLDs,ESPORTSTMNT06_2829999
80,Worlds 2023 Play-In,Qualifiers,PSG Talon,Team BDS,1 - 0,1,13.19,Orianna,Rumble,Ivern,Jarvan IV,Xayah,Neeko,Maokai,Sejuani,Rakan,Kennen,Jayce,Azir,Rell,Kalista,Nautilus,Renekton,Sion,Alistar,Kai'Sa,Zeri,Jungle,Top,Mid,Support,Bot,Jungle,Support,Mid,Top,Bot,WLDs,ESPORTSTMNT06_2829991
81,Worlds 2023 Play-In,Qualifiers,GAM Esports,Team Whales,3 - 1,1,13.19,Ahri,Maokai,K'Sante,Jax,Viego,Xayah,Kai'Sa,Syndra,Nautilus,Sett,Renekton,Lee Sin,Nocturne,Tristana,Sejuani,Aatrox,Kalista,Wukong,Orianna,Malphite,Bot,Support,Top,Jungle,Mid,Mid,Support,Jungle,Bot,Top,WLDs,ESPORTSTMNT06_2831004
82,Worlds 2023 Play-In,Qualifiers,GAM Esports,Team Whales,2 - 1,1,13.19,Ahri,Syndra,Viego,Maokai,K'Sante,Rakan,Xayah,Rell,Jarvan IV,Jax,Nautilus,Kai'Sa,Nocturne,Poppy,Wukong,Orianna,Renekton,Jayce,Sejuani,Taliyah,Bot,Top,Support,Mid,Jungle,Support,Jungle,Bot,Top,Mid,WLDs,ESPORTSTMNT06_2830023
83,Worlds 2023 Play-In,Qualifiers,GAM Esports,Team Whales,1 - 1,2,13.19,Ahri,Maokai,Jarvan IV,Syndra,Alistar,Rakan,Xayah,Rell,Kai'Sa,Jax,Viktor,K'Sante,Sejuani,Neeko,Wukong,Nocturne,Viego,Lee Sin,Leona,Taliyah,Bot,Top,Mid,Jungle,Support,Support,Bot,Top,Jungle,Mid,WLDs,ESPORTSTMNT06_2829990
84,Worlds 2023 Play-In,Qualifiers,GAM Esports,Team Whales,1 - 0,1,13.19,Ahri,Maokai,Jarvan IV,Jax,Alistar,Wukong,Xayah,Nautilus,K'Sante,Rakan,Syndra,Kai'Sa,Vi,LeBlanc,Nocturne,Neeko,Lee Sin,Viego,Renekton,Orianna,Bot,Support,Mid,Jungle,Top,Support,Top,Bot,Jungle,Mid,WLDs,ESPORTSTMNT06_2829978
85,Worlds 2023 Play-In,Round 2,CTBC Flying Oyster,Team BDS,0 - 2,2,13.19,Orianna,Rumble,Darius,Jarvan IV,Olaf,Xayah,Sejuani,Renekton,Maokai,Aatrox,Kai'Sa,Azir,Neeko,Ezreal,Yone,Sivir,Kalista,Sylas,Alistar,Taric,Jungle,Top,Bot,Mid,Support,Top,Jungle,Mid,Bot,Support,WLDs,ESPORTSTMNT06_2828992
86,Worlds 2023 Play-In,Round 2,CTBC Flying Oyster,Team BDS,0 - 1,2,13.19,Orianna,Rumble,Ivern,Jarvan IV,Rakan,Blitzcrank,Maokai,Xayah,Sejuani,Jayce,Kai'Sa,Azir,K'Sante,Darius,Nautilus,Renekton,Alistar,Rell,Aatrox,Sett,Jungle,Mid,Bot,Support,Top,Bot,Jungle,Mid,Support,Top,WLDs,ESPORTSTMNT06_2829943
87,Worlds 2023 Play-In,Round 2,LOUD,GAM Esports,0 - 2,2,13.19,Maokai,Poppy,Jax,Renekton,K'Sante,Nocturne,Rakan,Xayah,Rell,Kai'Sa,Jarvan IV,Syndra,Neeko,Vi,Orianna,Lee Sin,Wukong,Olaf,Taliyah,Gnar,Support,Bot,Jungle,Top,Mid,Bot,Support,Mid,Jungle,Top,WLDs,ESPORTSTMNT06_2827957
88,Worlds 2023 Play-In,Round 2,LOUD,GAM Esports,0 - 1,2,13.19,Maokai,Poppy,Jax,Renekton,Syndra,Orianna,Xayah,Rakan,Kai'Sa,Lee Sin,Nautilus,K'Sante,Neeko,Jarvan IV,Olaf,Vi,Nocturne,Ahri,Aatrox,Viktor,Bot,Jungle,Support,Mid,Top,Support,Bot,Top,Jungle,Mid,WLDs,ESPORTSTMNT06_2828968
89,Worlds 2023 Play-In,Round 2,CTBC Flying Oyster,Team Whales,1 - 2,2,13.19,LeBlanc,Maokai,Viego,Rumble,K'Sante,Sejuani,Xayah,Kai'Sa,Nautilus,Renekton,Rell,Jarvan IV,Neeko,Ahri,Poppy,Taliyah,Orianna,Azir,Vi,Aatrox,Bot,Top,Support,Mid,Jungle,Bot,Support,Jungle,Mid,Top,WLDs,ESPORTSTMNT06_2827915
90,Worlds 2023 Play-In,Round 2,Team Whales,CTBC Flying Oyster,1 - 1,1,13.19,Maokai,LeBlanc,Rumble,Viego,Sejuani,Nautilus,Xayah,Kai'Sa,Lee Sin,Rakan,K'Sante,Blitzcrank,Nocturne,Orianna,Vi,Syndra,Ahri,Neeko,Jarvan IV,Gwen,Bot,Support,Top,Mid,Jungle,Bot,Jungle,Support,Mid,Top,WLDs,ESPORTSTMNT06_2828919
91,Worlds 2023 Play-In,Round 2,CTBC Flying Oyster,Team Whales,1 - 0,1,13.19,LeBlanc,Maokai,Viego,Rumble,Kai'Sa,Xayah,Sejuani,Renekton,Ahri,Gnar,Orianna,Lee Sin,Draven,Nautilus,Blitzcrank,Rakan,Alistar,Rell,Kalista,Aphelios,Jungle,Top,Mid,Support,Bot,Top,Mid,Jungle,Support,Bot,WLDs,ESPORTSTMNT06_2827908
92,Worlds 2023 Play-In,Round 2,LOUD,PSG Talon,0 - 2,2,13.19,Jayce,Nocturne,Maokai,Poppy,Jarvan IV,Xayah,Neeko,Rell,Kai'Sa,Sivir,Alistar,Kennen,Lee Sin,Sylas,Sejuani,Rakan,Viego,Kha'Zix,Malphite,LeBlanc,Mid,Bot,Support,Jungle,Top,Support,Bot,Top,Jungle,Mid,WLDs,ESPORTSTMNT06_2828912
93,Worlds 2023 Play-In,Round 2,PSG Talon,LOUD,1 - 0,1,13.19,Nocturne,Jayce,Poppy,Maokai,Kai'Sa,Rumble,Xayah,Renekton,Rakan,Rell,Jarvan IV,Sivir,Kennen,Lee Sin,Jax,Viego,Sejuani,Neeko,Gnar,Taliyah,Bot,Support,Jungle,Mid,Top,Top,Support,Bot,Jungle,Mid,WLDs,ESPORTSTMNT06_2828898
94,Worlds 2023 Play-In,Round 1,Team BDS,DetonatioN FocusMe,2 - 0,1,13.19,Senna,Darius,Taliyah,Orianna,Rumble,Maokai,Xayah,Kai'Sa,Tristana,Vi,Rakan,Ivern,Olaf,Nautilus,Renekton,Rell,Blitzcrank,Jax,Cassiopeia,Poppy,Bot,Jungle,Support,Top,Mid,Bot,Mid,Jungle,Support,Top,WLDs,ESPORTSTMNT06_2828951
95,Worlds 2023 Play-In,Round 1,DetonatioN FocusMe,Team BDS,0 - 1,2,13.19,Darius,Senna,Orianna,Taliyah,Rakan,Rumble,Maokai,Xayah,Ivern,Kai'Sa,Alistar,Braum,Neeko,Olaf,Azir,Tristana,Jayce,Syndra,Aatrox,Renekton,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Support,Mid,Top,WLDs,ESPORTSTMNT06_2829912
96,Worlds 2023 Play-In,Round 1,Movistar R7,GAM Esports,0 - 2,2,13.19,Orianna,Poppy,Rumble,Sejuani,Maokai,Akali,Rakan,Xayah,Rell,Kai'Sa,Lee Sin,Syndra,Neeko,Jarvan IV,LeBlanc,Kennen,Jax,Ahri,K'Sante,Vi,Support,Bot,Jungle,Mid,Top,Bot,Support,Mid,Top,Jungle,WLDs,ESPORTSTMNT06_2828947
97,Worlds 2023 Play-In,Round 1,Movistar R7,GAM Esports,0 - 1,2,13.19,Orianna,Poppy,Rumble,Sejuani,Maokai,Akali,Rell,Xayah,Rakan,Jarvan IV,Kai'Sa,K'Sante,Neeko,Lee Sin,Ahri,Vi,Wukong,Gwen,Sylas,Syndra,Support,Jungle,Bot,Top,Mid,Bot,Support,Top,Jungle,Mid,WLDs,ESPORTSTMNT06_2827919
98,Worlds 2023 Play-In,Round 1,Team Whales,Team BDS,2 - 1,1,13.19,Maokai,Sejuani,Orianna,Vi,Darius,Kai'Sa,Xayah,Rakan,Renekton,K'Sante,Nautilus,Ezreal,Viego,Rell,Neeko,Poppy,Syndra,Lee Sin,LeBlanc,Gragas,Bot,Top,Support,Jungle,Mid,Support,Top,Bot,Mid,Jungle,WLDs,ESPORTSTMNT06_2829863
99,Worlds 2023 Play-In,Round 1,Team BDS,Team Whales,1 - 1,2,13.19,Sejuani,Maokai,Vi,Orianna,Xayah,Darius,Renekton,Kai'Sa,K'Sante,Taliyah,Rell,Nautilus,Jayce,Nocturne,Yone,Neeko,Viego,Ezreal,Braum,Syndra,Top,Mid,Jungle,Bot,Support,Bot,Top,Support,Jungle,Mid,WLDs,ESPORTSTMNT06_2829862
100,Worlds 2023 Play-In,Round 1,Team BDS,Team Whales,1 - 0,1,13.19,Sejuani,Maokai,Vi,Orianna,Xayah,Poppy,Rell,Renekton,Rakan,Darius,Ezreal,Kai'Sa,Azir,Taliyah,Ivern,Nocturne,Neeko,Alistar,Syndra,Viego,Jungle,Top,Bot,Support,Mid,Top,Support,Bot,Mid,Jungle,WLDs,ESPORTSTMNT06_2829857
101,Worlds 2023 Play-In,Round 1,CTBC Flying Oyster,DetonatioN FocusMe,2 - 0,1,13.19,Taliyah,Lee Sin,Tristana,Rell,Senna,Orianna,Maokai,Xayah,Rakan,Rumble,Jayce,Aatrox,Ezreal,Nocturne,Aphelios,Sejuani,Jarvan IV,Kai'Sa,Blitzcrank,Akali,Jungle,Top,Mid,Bot,Support,Bot,Support,Top,Jungle,Mid,WLDs,ESPORTSTMNT06_2828884
102,Worlds 2023 Play-In,Round 1,DetonatioN FocusMe,CTBC Flying Oyster,0 - 1,2,13.19,Lee Sin,Taliyah,Orianna,Tristana,Jax,Rell,Maokai,Rumble,Jayce,Senna,Aatrox,Sejuani,Sion,Xayah,Azir,Blitzcrank,Draven,Ahri,Vi,Nautilus,Support,Bot,Top,Mid,Jungle,Top,Mid,Jungle,Bot,Support,WLDs,ESPORTSTMNT06_2828871
103,Worlds 2023 Play-In,Round 1,GAM Esports,LOUD,0 - 2,2,13.19,Poppy,Tristana,Olaf,Jax,Neeko,Maokai,Renekton,Xayah,Rakan,Kai'Sa,Rell,Orianna,Syndra,Rumble,Viktor,Jarvan IV,K'Sante,Ahri,Lee Sin,Nocturne,Top,Bot,Support,Mid,Jungle,Bot,Support,Mid,Top,Jungle,WLDs,ESPORTSTMNT06_2828853
104,Worlds 2023 Play-In,Round 1,LOUD,GAM Esports,1 - 0,1,13.19,Tristana,Poppy,Jax,Rell,Maokai,Olaf,Renekton,Orianna,Xayah,Rakan,Kai'Sa,Nautilus,Sejuani,K'Sante,Nocturne,Lee Sin,Rumble,Neeko,Viego,Jarvan IV,Top,Support,Bot,Mid,Jungle,Mid,Bot,Support,Top,Jungle,WLDs,ESPORTSTMNT06_2827855
105,Worlds 2023 Play-In,Round 1,PSG Talon,Movistar R7,2 - 0,1,13.19,Lee Sin,Rell,Poppy,Neeko,Akali,Jarvan IV,Maokai,Xayah,Sejuani,Jayce,Rakan,Nautilus,Kennen,Sylas,Ezreal,Taliyah,K'Sante,Rumble,Aphelios,Orianna,Jungle,Mid,Support,Top,Bot,Bot,Jungle,Support,Top,Mid,WLDs,ESPORTSTMNT06_2829821
106,Worlds 2023 Play-In,Round 1,PSG Talon,Movistar R7,1 - 0,1,13.19,Lee Sin,Rell,Poppy,Senna,Akali,Vi,Jarvan IV,Ezreal,Renekton,Xayah,Rakan,Taliyah,Orianna,Sejuani,Jax,Maokai,Viego,Neeko,Kennen,Nautilus,Jungle,Bot,Support,Mid,Top,Bot,Top,Mid,Jungle,Support,WLDs,ESPORTSTMNT06_2829811
107,Worlds 2023 Main Event,Finals,Weibo Gaming,T1,0 - 3,2,13.19,Jarvan IV,Neeko,Ashe,Rumble,Renata Glasc,Orianna,Azir,Xayah,Rakan,Varus,Bard,Akali,Poppy,Wukong,K'Sante,Jayce,Lee Sin,Bel'Veth,Kennen,Aatrox,Mid,Bot,Support,Jungle,Top,Bot,Support,Mid,Jungle,Top,WLDs,ESPORTSTMNT03_3227847
108,Worlds 2023 Main Event,Finals,Weibo Gaming,T1,0 - 2,2,13.19,Azir,Neeko,Jarvan IV,Orianna,Ashe,Rumble,Kalista,Renata Glasc,Draven,Senna,Maokai,Sylas,Jayce,Poppy,K'Sante,Yone,Nocturne,Aatrox,Ahri,Gwen,Bot,Support,Jungle,Top,Mid,Support,Bot,Mid,Jungle,Top,WLDs,ESPORTSTMNT03_3227846
109,Worlds 2023 Main Event,Finals,Weibo Gaming,T1,0 - 1,2,13.19,Jarvan IV,Neeko,Azir,Orianna,Sylas,Rumble,Maokai,Kalista,Renata Glasc,Jayce,Aatrox,Yone,Ashe,Sejuani,Varus,Rell,Ahri,Senna,Tahm Kench,Lee Sin,Jungle,Mid,Top,Bot,Support,Bot,Support,Top,Mid,Jungle,WLDs,ESPORTSTMNT03_3228396
110,Worlds 2023 Main Event,Semifinals,JD Gaming,T1,1 - 3,2,13.19,Rumble,Rakan,Poppy,Neeko,Rell,Kalista,Orianna,Jarvan IV,Varus,Bel'Veth,Aatrox,Azir,Kai'Sa,Ashe,Xayah,Renata Glasc,Yone,Zeri,Lulu,Bard,Mid,Jungle,Top,Bot,Support,Jungle,Bot,Mid,Top,Support,WLDs,ESPORTSTMNT03_3228025
111,Worlds 2023 Main Event,Semifinals,T1,JD Gaming,2 - 1,1,13.19,Rakan,Rumble,Neeko,Orianna,Jarvan IV,Poppy,Kalista,Varus,Ashe,Rell,Azir,Wukong,Pyke,Akali,Bard,K'Sante,Taliyah,Aatrox,Renata Glasc,Renekton,Bot,Jungle,Mid,Top,Support,Bot,Support,Jungle,Mid,Top,WLDs,ESPORTSTMNT03_3227455
112,Worlds 2023 Main Event,Semifinals,JD Gaming,T1,1 - 1,1,13.19,Rumble,Rakan,Poppy,Neeko,Akali,Jarvan IV,Orianna,Caitlyn,Ashe,Kalista,Vi,Azir,Nautilus,Gwen,Blitzcrank,Rell,Maokai,K'Sante,Senna,Aatrox,Mid,Bot,Jungle,Top,Support,Bot,Support,Mid,Jungle,Top,WLDs,ESPORTSTMNT03_3227454
113,Worlds 2023 Main Event,Semifinals,T1,JD Gaming,1 - 0,1,13.19,Rakan,Ashe,Neeko,Poppy,Jarvan IV,Kalista,Orianna,Rumble,Akali,Rell,Aatrox,Vi,Senna,Nautilus,Caitlyn,Renata Glasc,Xayah,Jhin,Bard,Alistar,Mid,Jungle,Top,Bot,Support,Top,Mid,Jungle,Bot,Support,WLDs,ESPORTSTMNT03_3228010
114,Worlds 2023 Main Event,Semifinals,Weibo Gaming,Bilibili Gaming,3 - 2,1,13.19,Jax,Rumble,Jarvan IV,Orianna,Sylas,Neeko,Maokai,Jayce,Sejuani,Kalista,Renata Glasc,K'Sante,Gnar,Rakan,Aatrox,Ashe,Caitlyn,Ornn,Azir,Lux,Jungle,Bot,Support,Top,Mid,Mid,Jungle,Top,Bot,Support,WLDs,ESPORTSTMNT03_3226463
115,Worlds 2023 Main Event,Semifinals,Bilibili Gaming,Weibo Gaming,2 - 2,1,13.19,Rumble,Neeko,Poppy,Jarvan IV,Bel'Veth,Vi,Orianna,Ashe,Syndra,Sejuani,Jax,Rell,Tahm Kench,Caitlyn,Rakan,Kalista,Quinn,Aphelios,Bard,Heimerdinger,Mid,Jungle,Top,Bot,Support,Bot,Mid,Jungle,Top,Support,WLDs,ESPORTSTMNT03_3227424
116,Worlds 2023 Main Event,Semifinals,Weibo Gaming,Bilibili Gaming,2 - 1,1,13.19,Jax,Rumble,Jarvan IV,Orianna,Rakan,Neeko,Ashe,Kalista,Vi,Poppy,Varus,Caitlyn,Taliyah,Sylas,Azir,Ahri,Aatrox,Syndra,Graves,Akali,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Top,Mid,WLDs,ESPORTSTMNT03_3225986
117,Worlds 2023 Main Event,Semifinals,Bilibili Gaming,Weibo Gaming,1 - 1,1,13.19,Rumble,Jarvan IV,Bel'Veth,Neeko,Renata Glasc,Orianna,Jax,Maokai,Caitlyn,Varus,Ashe,Lux,Rell,Jayce,Sejuani,K'Sante,Azir,Sylas,Vi,Aatrox,Top,Bot,Support,Mid,Jungle,Jungle,Bot,Support,Mid,Top,WLDs,ESPORTSTMNT03_3227417
118,Worlds 2023 Main Event,Semifinals,Weibo Gaming,Bilibili Gaming,1 - 0,1,13.19,Jax,Orianna,Jarvan IV,Kalista,Rakan,Caitlyn,Neeko,Vi,Xayah,Rumble,Aphelios,Syndra,Renata Glasc,Nautilus,Wukong,Blitzcrank,Aatrox,Bel'Veth,Milio,Rell,Mid,Top,Bot,Jungle,Support,Jungle,Bot,Mid,Top,Support,WLDs,ESPORTSTMNT03_3226447
119,Worlds 2023 Main Event,Quarterfinals,LNG Esports,T1,0 - 3,2,13.19,Rumble,Xayah,Jarvan IV,Neeko,Rell,Maokai,Orianna,Azir,Poppy,Sejuani,Renekton,Renata Glasc,Caitlyn,Kalista,Kai'Sa,Gnar,Varus,Aphelios,Milio,Jayce,Mid,Jungle,Top,Bot,Support,Mid,Jungle,Support,Bot,Top,WLDs,ESPORTSTMNT03_3226221
120,Worlds 2023 Main Event,Quarterfinals,LNG Esports,T1,0 - 2,2,13.19,Rumble,Xayah,Jarvan IV,Neeko,Azir,Orianna,Maokai,Rell,Aatrox,Jayce,Gwen,Sylas,Kai'Sa,Caitlyn,Nautilus,Renata Glasc,Varus,Aphelios,Rakan,Ashe,Jungle,Mid,Top,Bot,Support,Jungle,Top,Mid,Bot,Support,WLDs,ESPORTSTMNT03_3227177
121,Worlds 2023 Main Event,Quarterfinals,LNG Esports,T1,0 - 1,2,13.19,Caitlyn,Xayah,Renata Glasc,Neeko,Rumble,Jax,Jarvan IV,Orianna,Rell,Kai'Sa,Azir,Aatrox,Nautilus,Aphelios,Alistar,Rakan,Senna,Blitzcrank,Gwen,Nilah,Jungle,Bot,Mid,Support,Top,Mid,Jungle,Top,Support,Bot,WLDs,ESPORTSTMNT03_3225718
122,Worlds 2023 Main Event,Quarterfinals,KT Rolster,JD Gaming,1 - 3,2,13.19,Kalista,Rumble,Jarvan IV,Neeko,Wukong,Sejuani,Xayah,Rakan,Orianna,Vi,Lulu,Kai'Sa,Akali,Aatrox,Azir,Rell,Lee Sin,Jax,Syndra,Gragas,Bot,Jungle,Support,Top,Mid,Support,Mid,Bot,Jungle,Top,WLDs,ESPORTSTMNT03_3226069
123,Worlds 2023 Main Event,Quarterfinals,KT Rolster,JD Gaming,1 - 2,2,13.19,Kalista,Rumble,Jarvan IV,Neeko,Renata Glasc,Sejuani,Xayah,Rakan,Orianna,Azir,Nautilus,Aatrox,Viego,Kai'Sa,Poppy,Zeri,Sivir,Jax,Rell,Wukong,Bot,Mid,Support,Top,Jungle,Support,Mid,Top,Bot,Jungle,WLDs,ESPORTSTMNT03_3225580
124,Worlds 2023 Main Event,Quarterfinals,JD Gaming,KT Rolster,1 - 1,1,13.19,Rumble,Xayah,Sejuani,Kalista,Azir,Jarvan IV,Neeko,Aphelios,Orianna,Vi,Rakan,Renata Glasc,Kai'Sa,Poppy,Zeri,Rell,Viego,Jinx,Aatrox,Renekton,Mid,Jungle,Support,Bot,Top,Bot,Mid,Support,Jungle,Top,WLDs,ESPORTSTMNT03_3227010
125,Worlds 2023 Main Event,Quarterfinals,JD Gaming,KT Rolster,0 - 1,2,13.19,Rumble,Xayah,Neeko,Kalista,Azir,Jarvan IV,Orianna,Aphelios,Sejuani,Zeri,Rakan,Jax,Vi,Nautilus,Wukong,Taliyah,Lulu,Renekton,Rell,Akali,Mid,Bot,Support,Top,Jungle,Bot,Jungle,Top,Support,Mid,WLDs,ESPORTSTMNT03_3225556
126,Worlds 2023 Main Event,Quarterfinals,Bilibili Gaming,Gen.G,3 - 2,1,13.19,Sylas,Xayah,Rakan,Renata Glasc,Aatrox,Jax,Rumble,Gnar,Vi,Jarvan IV,Orianna,Akali,Caitlyn,Nautilus,Aphelios,Kalista,Kai'Sa,Senna,Tahm Kench,Rell,Top,Jungle,Mid,Bot,Support,Top,Jungle,Mid,Bot,Support,WLDs,ESPORTSTMNT03_3222943
127,Worlds 2023 Main Event,Quarterfinals,Bilibili Gaming,Gen.G,2 - 2,2,13.19,Sylas,Xayah,Rakan,Renata Glasc,Yone,Jax,Jarvan IV,Rumble,Vi,Neeko,K'Sante,Akali,Caitlyn,Nautilus,Aphelios,Kai'Sa,Kalista,Tahm Kench,Ashe,Rell,Jungle,Mid,Top,Support,Bot,Top,Jungle,Mid,Bot,Support,WLDs,ESPORTSTMNT03_3222932
128,Worlds 2023 Main Event,Quarterfinals,Gen.G,Bilibili Gaming,1 - 2,1,13.19,Jax,Rakan,Xayah,Sylas,Renata Glasc,Rumble,Maokai,Jarvan IV,Orianna,Aatrox,Yone,Renekton,Zeri,Aphelios,Draven,Kalista,Caitlyn,Kai'Sa,Nautilus,Braum,Jungle,Top,Mid,Bot,Support,Jungle,Mid,Top,Bot,Support,WLDs,ESPORTSTMNT03_3225426
129,Worlds 2023 Main Event,Quarterfinals,Bilibili Gaming,Gen.G,2 - 0,1,13.19,Sylas,Jax,Rakan,Neeko,Poppy,Kalista,Jarvan IV,Aphelios,Maokai,Rumble,Orianna,Aatrox,Jinx,Yone,Ashe,Akali,Azir,Xayah,Renata Glasc,Milio,Jungle,Top,Mid,Bot,Support,Bot,Jungle,Top,Mid,Support,WLDs,ESPORTSTMNT03_3225421
130,Worlds 2023 Main Event,Quarterfinals,Gen.G,Bilibili Gaming,0 - 1,2,13.19,Neeko,Rakan,Renekton,Maokai,Xayah,Sylas,Jax,Renata Glasc,Kalista,Azir,Aphelios,Orianna,Poppy,Rumble,Sejuani,K'Sante,Jarvan IV,Rell,Tahm Kench,Aatrox,Top,Mid,Bot,Jungle,Support,Support,Bot,Mid,Jungle,Top,WLDs,ESPORTSTMNT03_3225383
131,Worlds 2023 Main Event,Quarterfinals,NRG,Weibo Gaming,0 - 3,2,13.19,Renata Glasc,Xayah,Azir,Neeko,Aphelios,Orianna,Rumble,Maokai,Caitlyn,Ezreal,Karma,Heimerdinger,Jarvan IV,K'Sante,Poppy,Tristana,Gnar,Yone,Sejuani,Jayce,Top,Bot,Support,Mid,Jungle,Jungle,Bot,Support,Top,Mid,WLDs,ESPORTSTMNT03_3222767
132,Worlds 2023 Main Event,Quarterfinals,NRG,Weibo Gaming,0 - 2,2,13.19,Renata Glasc,Xayah,Rumble,Jarvan IV,Azir,Maokai,Orianna,Aphelios,Rell,Vi,K'Sante,Neeko,Senna,Gnar,Ziggs,Viego,Aatrox,Kai'Sa,Alistar,Milio,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Mid,Top,Support,WLDs,ESPORTSTMNT03_3224688
